Year,Region and country of birth,Total Permanent Residents,Percentage,State,Population Count
2021,Iran,5734,0.77,Arkansas,17
2021,Mexico,107230,14.49,Arkansas,610
2021,Pakistan,9691,1.31,Arkansas,41
2021,Philippines,27511,3.72,Arkansas,129
2021,United Kingdom,9229,1.25,Arkansas,59
2005,Total,1122373,100.0,California,232023
2005,"China, People's Republic",69967,6.23,California,17668
2005,Dominican Republic,27504,2.45,California,82
2005,India,84681,7.54,California,14724
2005,Iran,13887,1.24,California,7059
2005,Mexico,161445,14.38,California,63092
2005,Pakistan,14926,1.33,California,1871
2005,Philippines,60748,5.41,California,23993
2005,United Kingdom,19800,1.76,California,2593
2006,Total,1266264,100.0,California,264677
2006,"China, People's Republic",87345,6.9,California,27305
2006,Dominican Republic,38069,3.01,California,110
2006,India,61369,4.85,California,14110
2006,Iran,13947,1.1,California,7190
2006,Mexico,173753,13.72,California,66744
2006,Pakistan,17418,1.38,California,2205
2006,Philippines,74607,5.89,California,26982
2006,United Kingdom,17207,1.36,California,2526
2007,Total,1052415,100.0,California,228941
2007,"China, People's Republic",76655,7.28,California,22824
2007,Dominican Republic,28024,2.66,California,114
2007,India,65353,6.21,California,12820
2007,Iran,10460,0.99,California,5252
2007,Mexico,148640,14.12,California,57212
2007,Pakistan,13492,1.28,California,1758
2007,Philippines,72596,6.9,California,29300
2007,United Kingdom,14545,1.38,California,2488
2008,Total,1107126,100.0,California,238444
2008,"China, People's Republic",80271,7.25,California,21925
2008,Dominican Republic,31879,2.88,California,112
2008,India,63352,5.72,California,14112
2008,Iran,13852,1.25,California,6472
2008,Mexico,189989,17.16,California,73648
2008,Pakistan,19719,1.78,California,2582
2008,Philippines,54030,4.88,California,22423
2008,United Kingdom,14348,1.3,California,2347
2009,Total,1130818,100.0,California,227876
2009,"China, People's Republic",64238,5.68,California,17139
2009,Dominican Republic,49414,4.37,California,190
2009,India,57304,5.07,California,12826
2009,Iran,18553,1.64,California,11227
2009,Mexico,164920,14.58,California,59814
2009,Pakistan,21555,1.91,California,2812
2009,Philippines,60029,5.31,California,24937
2009,United Kingdom,15748,1.39,California,2590
2010,Total,1042625,100.0,California,208446
2010,"China, People's Republic",70863,6.8,California,18680
2010,Dominican Republic,53870,5.17,California,172
2010,India,69162,6.63,California,15099
2010,Iran,14182,1.36,California,7840
2010,Mexico,139120,13.34,California,50645
2010,Pakistan,18258,1.75,California,2173
2010,Philippines,58173,5.58,California,24082
2010,United Kingdom,12792,1.23,California,2364
2011,Total,1062040,100.0,California,210591
2011,"China, People's Republic",87016,8.19,California,23117
2011,Dominican Republic,46109,4.34,California,146
2011,India,69013,6.5,California,15061
2011,Iran,14822,1.4,California,8164
2011,Mexico,143446,13.51,California,49774
2011,Pakistan,15546,1.46,California,1811
2011,Philippines,57011,5.37,California,22797
2011,United Kingdom,11572,1.09,California,2016
2012,Total,1031631,100.0,California,196622
2012,"China, People's Republic",81784,7.93,California,22424
2012,Dominican Republic,41566,4.03,California,171
2012,India,66434,6.44,California,13951
2012,Iran,12916,1.25,California,6591
2012,Mexico,146406,14.19,California,49595
2012,Pakistan,14740,1.43,California,1731
2012,Philippines,57327,5.56,California,22484
2012,United Kingdom,12014,1.16,California,2090
2013,Total,990553,100.0,California,191806
2013,"China, People's Republic",71798,7.25,California,20134
2013,Dominican Republic,41311,4.17,California,129
2013,India,68458,6.91,California,13735
2013,Iran,12863,1.3,California,5793
2013,Mexico,135028,13.63,California,45908
2013,Pakistan,13251,1.34,California,1544
2013,Philippines,54446,5.5,California,20261
2013,United Kingdom,12984,1.31,California,2215
2014,Total,1016518,100.0,California,198379
2014,"China, People's Republic",76089,7.49,California,23296
2014,Dominican Republic,44577,4.39,California,190
2014,India,77908,7.66,California,15770
2014,Iran,11615,1.14,California,5428
2014,Mexico,134052,13.19,California,45861
2014,Pakistan,18612,1.83,California,2313
2014,Philippines,49996,4.92,California,18992
2014,United Kingdom,12225,1.2,California,2261
2015,Total,1051031,100.0,California,209568
2015,"China, People's Republic",74558,7.09,California,25030
2015,Dominican Republic,50610,4.82,California,189
2015,India,64116,6.1,California,12925
2015,Iran,13114,1.25,California,6472
2015,Mexico,158619,15.09,California,55166
2015,Pakistan,18057,1.72,California,2416
2015,Philippines,56478,5.37,California,19633
2015,United Kingdom,12592,1.2,California,2694
2016,Total,1183505,100.0,California,223141
2016,"China, People's Republic",81772,6.91,California,25110
2016,Dominican Republic,61161,5.17,California,271
2016,India,64687,5.47,California,13241
2016,Iran,13298,1.12,California,6368
2016,Mexico,174534,14.75,California,59154
2016,Pakistan,19313,1.63,California,2465
2016,Philippines,53287,4.5,California,18127
2016,United Kingdom,12673,1.07,California,2379
2017,Total,1127167,100.0,California,214243
2017,"China, People's Republic",71565,6.35,California,23076
2017,Dominican Republic,58520,5.19,California,216
2017,India,60394,5.36,California,11941
2017,Iran,13791,1.22,California,6597
2017,Mexico,170581,15.13,California,57732
2017,Pakistan,17408,1.54,California,2192
2017,Philippines,49147,4.36,California,16357
2017,United Kingdom,10948,0.97,California,2123
2018,Total,1096611,100.0,California,200897
2018,"China, People's Republic",65214,5.95,California,20600
2018,Dominican Republic,57413,5.24,California,251
2018,India,59821,5.46,California,12617
2018,Iran,10116,0.92,California,4527
2018,Mexico,161858,14.76,California,53572
2018,Pakistan,15802,1.44,California,2003
2018,Philippines,47258,4.31,California,15412
2018,United Kingdom,9908,0.9,California,2025
2019,Total,1031765,100.0,California,193093
2019,"China, People's Republic",62248,6.03,California,21604
2019,Dominican Republic,49911,4.84,California,202
2019,India,54495,5.28,California,11750
2019,Iran,6640,0.64,California,2693
2019,Mexico,156052,15.12,California,47725
2019,Pakistan,13921,1.35,California,1706
2019,Philippines,45920,4.45,California,14934
2019,United Kingdom,11337,1.1,California,2149
2020,Total,707362,100.0,California,138996
2020,"China, People's Republic",41483,5.86,California,15383
2020,Dominican Republic,30005,4.24,California,142
2020,India,46363,6.55,California,9569
2020,Iran,8805,1.24,California,3342
2020,Mexico,100325,14.18,California,30166
2020,Pakistan,10474,1.48,California,1220
2020,Philippines,25491,3.6,California,7945
2020,United Kingdom,9655,1.36,California,1872
2021,Total,740002,100.0,California,135181
2021,"China, People's Republic",49847,6.74,California,17705
2021,Dominican Republic,24553,3.32,California,118
2021,India,93450,12.63,California,17299
2021,Iran,5734,0.77,California,2206
2021,Mexico,107230,14.49,California,31715
2021,Pakistan,9691,1.31,California,1104
2021,Philippines,27511,3.72,California,6478
2021,United Kingdom,9229,1.25,California,1651
2005,Total,1122373,100.0,Colorado,11977
2005,"China, People's Republic",69967,6.23,Colorado,765
2005,Dominican Republic,27504,2.45,Colorado,6
2005,India,84681,7.54,Colorado,516
2005,Iran,13887,1.24,Colorado,131
2005,Mexico,161445,14.38,Colorado,2891
2005,Pakistan,14926,1.33,Colorado,63
2005,Philippines,60748,5.41,Colorado,247
2005,United Kingdom,19800,1.76,Colorado,347
2006,Total,1266264,100.0,Colorado,12714
2006,"China, People's Republic",87345,6.9,Colorado,783
2006,Dominican Republic,38069,3.01,Colorado,18
2006,India,61369,4.85,Colorado,308
2006,Iran,13947,1.1,Colorado,143
2006,Mexico,173753,13.72,Colorado,3245
2006,Pakistan,17418,1.38,Colorado,67
2006,Philippines,74607,5.89,Colorado,341
2006,United Kingdom,17207,1.36,Colorado,262
2007,Total,1052415,100.0,Colorado,11039
2007,"China, People's Republic",76655,7.28,Colorado,705
2007,Dominican Republic,28024,2.66,Colorado,14
2007,India,65353,6.21,Colorado,397
2007,Iran,10460,0.99,Colorado,98
2007,Mexico,148640,14.12,Colorado,2931
2007,Pakistan,13492,1.28,Colorado,74
2007,Philippines,72596,6.9,Colorado,362
2007,United Kingdom,14545,1.38,Colorado,250
2008,Total,1107126,100.0,Colorado,12741
2008,"China, People's Republic",80271,7.25,Colorado,637
2008,Dominican Republic,31879,2.88,Colorado,20
2008,India,63352,5.72,Colorado,393
2008,Iran,13852,1.25,Colorado,157
2008,Mexico,189989,17.16,Colorado,4219
2008,Pakistan,19719,1.78,Colorado,53
2008,Philippines,54030,4.88,Colorado,338
2008,United Kingdom,14348,1.3,Colorado,223
2009,Total,1130818,100.0,Colorado,12841
2009,"China, People's Republic",64238,5.68,Colorado,466
2009,Dominican Republic,49414,4.37,Colorado,27
2009,India,57304,5.07,Colorado,322
2009,Iran,18553,1.64,Colorado,124
2009,Mexico,164920,14.58,Colorado,3433
2009,Pakistan,21555,1.91,Colorado,76
2009,Philippines,60029,5.31,Colorado,322
2009,United Kingdom,15748,1.39,Colorado,306
2010,Total,1042625,100.0,Colorado,12489
2010,"China, People's Republic",70863,6.8,Colorado,605
2010,Dominican Republic,53870,5.17,Colorado,28
2010,India,69162,6.63,Colorado,413
2010,Iran,14182,1.36,Colorado,113
2010,Mexico,139120,13.34,Colorado,3117
2010,Pakistan,18258,1.75,Colorado,72
2010,Philippines,58173,5.58,Colorado,331
2010,United Kingdom,12792,1.23,Colorado,218
2011,Total,1062040,100.0,Colorado,13547
2011,"China, People's Republic",87016,8.19,Colorado,734
2011,Dominican Republic,46109,4.34,Colorado,25
2011,India,69013,6.5,Colorado,481
2011,Iran,14822,1.4,Colorado,125
2011,Mexico,143446,13.51,Colorado,3372
2011,Pakistan,15546,1.46,Colorado,53
2011,Philippines,57011,5.37,Colorado,337
2011,United Kingdom,11572,1.09,Colorado,199
2012,Total,1031631,100.0,Colorado,13327
2012,"China, People's Republic",81784,7.93,Colorado,637
2012,Dominican Republic,41566,4.03,Colorado,33
2012,India,66434,6.44,Colorado,483
2012,Iran,12916,1.25,Colorado,105
2012,Mexico,146406,14.19,Colorado,3316
2012,Pakistan,14740,1.43,Colorado,67
2012,Philippines,57327,5.56,Colorado,350
2012,United Kingdom,12014,1.16,Colorado,179
2013,Total,990553,100.0,Colorado,11108
2013,"China, People's Republic",71798,7.25,Colorado,499
2013,Dominican Republic,41311,4.17,Colorado,12
2013,India,68458,6.91,Colorado,396
2013,Iran,12863,1.3,Colorado,130
2013,Mexico,135028,13.63,Colorado,2917
2013,Pakistan,13251,1.34,Colorado,69
2013,Philippines,54446,5.5,Colorado,286
2013,United Kingdom,12984,1.31,Colorado,208
2014,Total,1016518,100.0,Colorado,10872
2014,"China, People's Republic",76089,7.49,Colorado,391
2014,Dominican Republic,44577,4.39,Colorado,25
2014,India,77908,7.66,Colorado,545
2014,Iran,11615,1.14,Colorado,90
2014,Mexico,134052,13.19,Colorado,2875
2014,Pakistan,18612,1.83,Colorado,51
2014,Philippines,49996,4.92,Colorado,283
2014,United Kingdom,12225,1.2,Colorado,141
2015,Total,1051031,100.0,Colorado,12661
2015,"China, People's Republic",74558,7.09,Colorado,535
2015,Dominican Republic,50610,4.82,Colorado,24
2015,India,64116,6.1,Colorado,498
2015,Iran,13114,1.25,Colorado,127
2015,Mexico,158619,15.09,Colorado,3485
2015,Pakistan,18057,1.72,Colorado,68
2015,Philippines,56478,5.37,Colorado,347
2015,United Kingdom,12592,1.2,Colorado,219
2016,Total,1183505,100.0,Colorado,14225
2016,"China, People's Republic",81772,6.91,Colorado,551
2016,Dominican Republic,61161,5.17,Colorado,44
2016,India,64687,5.47,Colorado,303
2016,Iran,13298,1.12,Colorado,106
2016,Mexico,174534,14.75,Colorado,4294
2016,Pakistan,19313,1.63,Colorado,80
2016,Philippines,53287,4.5,Colorado,372
2016,United Kingdom,12673,1.07,Colorado,206
2017,Total,1127167,100.0,Colorado,14520
2017,"China, People's Republic",71565,6.35,Colorado,512
2017,Dominican Republic,58520,5.19,Colorado,37
2017,India,60394,5.36,Colorado,430
2017,Iran,13791,1.22,Colorado,131
2017,Mexico,170581,15.13,Colorado,4348
2017,Pakistan,17408,1.54,Colorado,69
2017,Philippines,49147,4.36,Colorado,309
2017,United Kingdom,10948,0.97,Colorado,187
2018,Total,1096611,100.0,Colorado,13913
2018,"China, People's Republic",65214,5.95,Colorado,509
2018,Dominican Republic,57413,5.24,Colorado,39
2018,India,59821,5.46,Colorado,399
2018,Iran,10116,0.92,Colorado,94
2018,Mexico,161858,14.76,Colorado,4053
2018,Pakistan,15802,1.44,Colorado,78
2018,Philippines,47258,4.31,Colorado,350
2018,United Kingdom,9908,0.9,Colorado,182
2019,Total,1031765,100.0,Colorado,13558
2019,"China, People's Republic",62248,6.03,Colorado,516
2019,Dominican Republic,49911,4.84,Colorado,35
2019,India,54495,5.28,Colorado,365
2019,Iran,6640,0.64,Colorado,70
2019,Mexico,156052,15.12,Colorado,4243
2019,Pakistan,13921,1.35,Colorado,60
2019,Philippines,45920,4.45,Colorado,387
2019,United Kingdom,11337,1.1,Colorado,219
2020,Total,707362,100.0,Colorado,9223
2020,"China, People's Republic",41483,5.86,Colorado,302
2020,Dominican Republic,30005,4.24,Colorado,32
2020,India,46363,6.55,Colorado,350
2020,Iran,8805,1.24,Colorado,119
2020,Mexico,100325,14.18,Colorado,2438
2020,Pakistan,10474,1.48,Colorado,76
2020,Philippines,25491,3.6,Colorado,187
2020,United Kingdom,9655,1.36,Colorado,185
2021,Total,740002,100.0,Colorado,10146
2021,"China, People's Republic",49847,6.74,Colorado,399
2021,Dominican Republic,24553,3.32,Colorado,34
2021,India,93450,12.63,Colorado,935
2021,Iran,5734,0.77,Colorado,89
2021,Mexico,107230,14.49,Colorado,3131
2021,Pakistan,9691,1.31,Colorado,52
2021,Philippines,27511,3.72,Colorado,228
2021,United Kingdom,9229,1.25,Colorado,146
2005,Total,1122373,100.0,Connecticut,15335
2005,"China, People's Republic",69967,6.23,Connecticut,894
2005,Dominican Republic,27504,2.45,Connecticut,319
2005,India,84681,7.54,Connecticut,1571
2005,Iran,13887,1.24,Connecticut,88
2005,Mexico,161445,14.38,Connecticut,316
2005,Pakistan,14926,1.33,Connecticut,246
2005,Philippines,60748,5.41,Connecticut,367
2005,United Kingdom,19800,1.76,Connecticut,534
2006,Total,1266264,100.0,Connecticut,18700
2006,"China, People's Republic",87345,6.9,Connecticut,840
2006,Dominican Republic,38069,3.01,Connecticut,594
2006,India,61369,4.85,Connecticut,906
2006,Iran,13947,1.1,Connecticut,58
2006,Mexico,173753,13.72,Connecticut,416
2006,Pakistan,17418,1.38,Connecticut,271
2006,Philippines,74607,5.89,Connecticut,586
2006,United Kingdom,17207,1.36,Connecticut,431
2007,Total,1052415,100.0,Connecticut,12932
2007,"China, People's Republic",76655,7.28,Connecticut,741
2007,Dominican Republic,28024,2.66,Connecticut,398
2007,India,65353,6.21,Connecticut,1173
2007,Iran,10460,0.99,Connecticut,52
2007,Mexico,148640,14.12,Connecticut,460
2007,Pakistan,13492,1.28,Connecticut,227
2007,Philippines,72596,6.9,Connecticut,470
2007,United Kingdom,14545,1.38,Connecticut,321
2008,Total,1107126,100.0,Connecticut,12190
2008,"China, People's Republic",80271,7.25,Connecticut,782
2008,Dominican Republic,31879,2.88,Connecticut,434
2008,India,63352,5.72,Connecticut,896
2008,Iran,13852,1.25,Connecticut,87
2008,Mexico,189989,17.16,Connecticut,287
2008,Pakistan,19719,1.78,Connecticut,359
2008,Philippines,54030,4.88,Connecticut,317
2008,United Kingdom,14348,1.3,Connecticut,314
2009,Total,1130818,100.0,Connecticut,13632
2009,"China, People's Republic",64238,5.68,Connecticut,616
2009,Dominican Republic,49414,4.37,Connecticut,733
2009,India,57304,5.07,Connecticut,866
2009,Iran,18553,1.64,Connecticut,80
2009,Mexico,164920,14.58,Connecticut,276
2009,Pakistan,21555,1.91,Connecticut,360
2009,Philippines,60029,5.31,Connecticut,370
2009,United Kingdom,15748,1.39,Connecticut,420
2010,Total,1042625,100.0,Connecticut,12222
2010,"China, People's Republic",70863,6.8,Connecticut,648
2010,Dominican Republic,53870,5.17,Connecticut,830
2010,India,69162,6.63,Connecticut,1007
2010,Iran,14182,1.36,Connecticut,78
2010,Mexico,139120,13.34,Connecticut,222
2010,Pakistan,18258,1.75,Connecticut,351
2010,Philippines,58173,5.58,Connecticut,277
2010,United Kingdom,12792,1.23,Connecticut,264
2011,Total,1062040,100.0,Connecticut,12577
2011,"China, People's Republic",87016,8.19,Connecticut,734
2011,Dominican Republic,46109,4.34,Connecticut,779
2011,India,69013,6.5,Connecticut,1108
2011,Iran,14822,1.4,Connecticut,53
2011,Mexico,143446,13.51,Connecticut,263
2011,Pakistan,15546,1.46,Connecticut,273
2011,Philippines,57011,5.37,Connecticut,300
2011,United Kingdom,11572,1.09,Connecticut,235
2012,Total,1031631,100.0,Connecticut,12237
2012,"China, People's Republic",81784,7.93,Connecticut,609
2012,Dominican Republic,41566,4.03,Connecticut,694
2012,India,66434,6.44,Connecticut,1143
2012,Iran,12916,1.25,Connecticut,62
2012,Mexico,146406,14.19,Connecticut,255
2012,Pakistan,14740,1.43,Connecticut,270
2012,Philippines,57327,5.56,Connecticut,327
2012,United Kingdom,12014,1.16,Connecticut,282
2013,Total,990553,100.0,Connecticut,10985
2013,"China, People's Republic",71798,7.25,Connecticut,618
2013,Dominican Republic,41311,4.17,Connecticut,624
2013,India,68458,6.91,Connecticut,1106
2013,Iran,12863,1.3,Connecticut,62
2013,Mexico,135028,13.63,Connecticut,165
2013,Pakistan,13251,1.34,Connecticut,170
2013,Philippines,54446,5.5,Connecticut,222
2013,United Kingdom,12984,1.31,Connecticut,269
2014,Total,1016518,100.0,Connecticut,11252
2014,"China, People's Republic",76089,7.49,Connecticut,548
2014,Dominican Republic,44577,4.39,Connecticut,842
2014,India,77908,7.66,Connecticut,1294
2014,Iran,11615,1.14,Connecticut,72
2014,Mexico,134052,13.19,Connecticut,274
2014,Pakistan,18612,1.83,Connecticut,314
2014,Philippines,49996,4.92,Connecticut,294
2014,United Kingdom,12225,1.2,Connecticut,264
2015,Total,1051031,100.0,Connecticut,11102
2015,"China, People's Republic",74558,7.09,Connecticut,449
2015,Dominican Republic,50610,4.82,Connecticut,889
2015,India,64116,6.1,Connecticut,966
2015,Iran,13114,1.25,Connecticut,57
2015,Mexico,158619,15.09,Connecticut,281
2015,Pakistan,18057,1.72,Connecticut,283
2015,Philippines,56478,5.37,Connecticut,294
2015,United Kingdom,12592,1.2,Connecticut,217
2016,Total,1183505,100.0,Connecticut,12669
2016,"China, People's Republic",81772,6.91,Connecticut,537
2016,Dominican Republic,61161,5.17,Connecticut,1137
2016,India,64687,5.47,Connecticut,927
2016,Iran,13298,1.12,Connecticut,74
2016,Mexico,174534,14.75,Connecticut,352
2016,Pakistan,19313,1.63,Connecticut,337
2016,Philippines,53287,4.5,Connecticut,275
2016,United Kingdom,12673,1.07,Connecticut,214
2017,Total,1127167,100.0,Connecticut,11938
2017,"China, People's Republic",71565,6.35,Connecticut,475
2017,Dominican Republic,58520,5.19,Connecticut,970
2017,India,60394,5.36,Connecticut,965
2017,Iran,13791,1.22,Connecticut,72
2017,Mexico,170581,15.13,Connecticut,348
2017,Pakistan,17408,1.54,Connecticut,278
2017,Philippines,49147,4.36,Connecticut,276
2017,United Kingdom,10948,0.97,Connecticut,204
2018,Total,1096611,100.0,Connecticut,11629
2018,"China, People's Republic",65214,5.95,Connecticut,430
2018,Dominican Republic,57413,5.24,Connecticut,1009
2018,India,59821,5.46,Connecticut,861
2018,Iran,10116,0.92,Connecticut,60
2018,Mexico,161858,14.76,Connecticut,283
2018,Pakistan,15802,1.44,Connecticut,256
2018,Philippines,47258,4.31,Connecticut,215
2018,United Kingdom,9908,0.9,Connecticut,139
2019,Total,1031765,100.0,Connecticut,10630
2019,"China, People's Republic",62248,6.03,Connecticut,393
2019,Dominican Republic,49911,4.84,Connecticut,968
2019,India,54495,5.28,Connecticut,626
2019,Iran,6640,0.64,Connecticut,41
2019,Mexico,156052,15.12,Connecticut,259
2019,Pakistan,13921,1.35,Connecticut,257
2019,Philippines,45920,4.45,Connecticut,209
2019,United Kingdom,11337,1.1,Connecticut,175
2020,Total,707362,100.0,Connecticut,7802
2020,"China, People's Republic",41483,5.86,Connecticut,279
2020,Dominican Republic,30005,4.24,Connecticut,573
2020,India,46363,6.55,Connecticut,755
2020,Iran,8805,1.24,Connecticut,73
2020,Mexico,100325,14.18,Connecticut,219
2020,Pakistan,10474,1.48,Connecticut,175
2020,Philippines,25491,3.6,Connecticut,166
2020,United Kingdom,9655,1.36,Connecticut,214
2021,Total,740002,100.0,Connecticut,8646
2021,"China, People's Republic",49847,6.74,Connecticut,368
2021,Dominican Republic,24553,3.32,Connecticut,492
2021,India,93450,12.63,Connecticut,1489
2021,Iran,5734,0.77,Connecticut,39
2021,Mexico,107230,14.49,Connecticut,247
2021,Pakistan,9691,1.31,Connecticut,111
2021,Philippines,27511,3.72,Connecticut,178
2021,United Kingdom,9229,1.25,Connecticut,205
2005,Total,1122373,100.0,Delaware,2992
2005,"China, People's Republic",69967,6.23,Delaware,279
2005,Dominican Republic,27504,2.45,Delaware,34
2005,India,84681,7.54,Delaware,439
2005,Iran,13887,1.24,Delaware,20
2005,Mexico,161445,14.38,Delaware,357
2005,Pakistan,14926,1.33,Delaware,58
2005,Philippines,60748,5.41,Delaware,114
2005,United Kingdom,19800,1.76,Delaware,64
2006,Total,1266264,100.0,Delaware,2265
2006,"China, People's Republic",87345,6.9,Delaware,147
2006,Dominican Republic,38069,3.01,Delaware,42
2006,India,61369,4.85,Delaware,194
2006,Iran,13947,1.1,Delaware,15
2006,Mexico,173753,13.72,Delaware,252
